transcript_id,A07_w501fBr_a,A08_w501fBr_b,A09_w501fBr_c,B07_FA03fBr_a,B08_FA03fBr_b,B09_FA03fBr_c,D07_w501mBr_a,D08_w501mBr_b,D09_w501mBr_c,E08_FA03mBr_b,E09_FA03mBr_c
FBtr0221454,0,0,0,0,4,5,0,0,0,0,0
FBtr0221457,3699,3276,3259,1789,1697,1318,5646,3755,4889,1569,1739
FBtr0221452,11,4,0,0,3,12,0,7,3,4,0
FBtr0215092,2067,2187,2036,2304,2360,2155,3187,2335,2994,1975,2361
FBtr0215090,8,2,4,0,0,0,0,0,0,0,0
FBtr0215098,42,19,53,57,49,63,93,0,27,23,16
FBtr0210111,8,0,0,0,0,0,0,0,0,0,0
FBtr0210113,22122,23581,19800,22725,25939,24323,29706,23847,29049,23482,23058
FBtr0215547,19,7,0,9,10,20,4,0,0,0,0
FBtr0215541,48,73,92,57,59,38,91,95,74,70,50
FBtr0215542,0,0,0,0,4,0,0,0,0,0,7
FBtr0215543,52,19,48,30,16,7,55,27,38,0,13
FBtr0224246,8,0,0,0,0,4,1,0,2,0,0
FBtr0224244,0,0,0,0,0,0,0,0,0,0,0
FBtr0211643,91,88,104,49,77,47,106,65,103,52,38
FBtr0211642,5,39,0,0,0,0,0,0,48,32,0
FBtr0211646,55,35,28,8,21,25,37,0,17,17,12
FBtr0216816,16150,18498,17752,16466,16711,16791,22644,18697,23805,15883,15630
FBtr0216019,2365,1613,1351,1463,933,1302,2051,829,1268,1133,1055
FBtr0216018,2127,660,1508,130,141,101,4320,2106,2040,123,126
FBtr0216016,4,0,0,0,0,0,0,0,0,0,0
FBtr0353419,1013,748,1228,702,758,2173,1179,986,961,865,735
FBtr0353418,0,0,0,0,0,0,0,0,0,0,0
FBgn0269384,0,0,0,0,0,0,0,0,0,0,0
FBtr0353413,412,413,340,96,559,391,526,403,511,65,415
FBtr0353412,4700,4563,3769,4382,4234,3577,5787,4560,5943,4008,4043
FBtr0353411,49,43,33,19,12,16,63,69,48,16,12
FBtr0353410,476,590,483,194,105,133,443,527,651,93,344
FBtr0353417,0,0,19,0,0,0,1,0,53,0,0
FBtr0353416,4,0,0,5,16,0,8,0,0,10,0
FBtr0353415,478,533,468,495,519,601,618,483,647,554,610
FBtr0353414,15,12,5,14,0,0,10,16,15,14,0
FBgn0268089,172,162,228,57,162,169,168,266,201,150,118
FBgn0268083,0,0,0,0,0,0,0,0,0,0,0
FBtr0364194,160,207,159,266,297,220,244,249,226,184,167
FBtr0364195,105737,115925,107167,87154,95771,89189,98115,79797,135203,66374,66951
FBtr0218591,1424,1404,1429,1527,1809,1281,2491,1651,2227,1516,1457
FBtr0214072,8163,8453,7693,9603,10794,11739,10672,8794,10477,8767,10470
FBtr0360051,0,0,0,0,0,0,0,0,0,0,0
FBtr0360050,199,4351,3911,3574,5694,259,274,3733,221,243,157
FBtr0360053,304,493,307,184,250,181,243,280,338,221,249
FBtr0360052,1236,3288,2375,1228,1447,1258,3944,1165,4348,1818,1226
FBtr0360055,91,294,636,1634,1713,1143,1037,1309,1163,1215,947
FBtr0360054,6514,7308,8002,6783,7527,5953,8149,6860,11879,6797,5680
FBtr0360057,0,0,0,0,9,0,0,0,0,0,0
FBtr0360056,1616,1679,1378,1105,1371,1228,1649,1447,1242,907,747
FBtr0360059,6132,5159,4464,4533,4642,7061,5990,4777,8494,6431,5585
FBtr0360058,0,5,7,5,0,0,20,0,11,6,0
FBtr0349204,554,3952,1490,838,893,335,430,5329,5860,515,405
FBtr0355017,209,167,243,149,98,121,518,267,265,68,83
FBtr0355010,339,186,240,434,795,740,277,282,243,1078,814
FBtr0355012,634,1753,2173,993,491,589,2414,2499,1809,1112,702
FBtr0347964,1445,1533,1247,1206,1177,1079,1969,1469,2070,1270,1145
FBtr0212669,0,0,0,0,0,0,0,0,5,0,0
FBtr0361738,1353,2638,1592,1543,1784,2762,2377,1402,1876,2543,1915
FBtr0358935,104,113,61,154,127,101,138,86,115,115,80
FBtr0358934,0,0,0,0,0,0,0,0,0,0,1
FBtr0358937,1372,1472,862,565,876,1207,607,1310,1328,1072,476
FBtr0361099,6748,7738,7098,4622,4744,4614,8807,7199,9448,4673,4431
FBtr0358931,18,1039,0,959,40,39,876,54,60,52,50
FBtr0223629,0,0,0,0,0,0,0,0,0,0,0
FBtr0358933,26,15,15,24,17,0,40,11,3,13,26
FBtr0358932,0,6,0,0,0,2,0,3,1,11,7
FBtr0361092,5804,9910,4077,3931,4814,4797,4046,4647,3940,3169,2631
FBtr0361093,69,6,2,26,8,8,22,16,12,19,0
FBtr0361090,27,32,20,17,31,19,24,27,26,12,1
FBtr0361091,40,34,15,28,26,13,38,19,28,29,14
FBtr0358939,0,0,0,5,0,1,0,0,1,0,4
FBtr0358938,1096,434,849,1519,1973,2072,635,739,551,880,2099
FBtr0361094,264,266,180,205,162,239,233,297,244,199,170
FBtr0223623,1063,1001,911,729,794,679,1220,1071,1415,825,801
FBtr0224165,4059,4347,3562,3465,3927,3367,4877,3892,4981,3487,3483
FBtr0361735,3524,3778,3341,3661,4098,3244,4312,3495,4916,3555,4439
FBtr0361734,0,2,0,1040,0,2203,2,2156,1165,0,1005
FBtr0223147,2305,1137,2054,804,1110,792,2208,1797,1305,618,861
FBtr0224169,713,869,682,669,714,727,1300,1010,1069,916,679
FBtr0223197,1838,1843,1902,1767,1846,1643,2602,2048,2490,1754,1964
FBtr0223195,2007,1973,1746,1374,1297,1028,2767,2013,2944,1191,1162
FBtr0223192,6048,4056,3978,1968,1822,1810,4043,2034,2377,2844,2150
FBtr0223193,2,4,22,3,3,3,9,3,5,3,2
FBtr0223198,2767,3090,2520,2706,2681,2625,3887,2841,3705,2497,2431
FBtr0223199,103,16,9,18,6,4,21,15,0,10,7
FBtr0213390,19,36,78,54,81,148,28,27,62,84,50
FBtr0362549,13258,13758,12799,13218,14160,13417,19558,15930,19460,14241,13937
FBtr0362548,0,0,10,0,0,0,0,0,0,0,0
FBtr0222571,154,138,123,136,111,105,115,73,137,94,85
FBtr0222570,43,0,0,0,0,0,8,0,13,0,0
FBtr0222575,25,0,0,0,0,0,4,4,0,0,0
FBtr0362541,324,657,269,313,317,613,338,451,475,245,513
FBtr0362540,2969,3200,3081,3146,3501,2618,3967,3114,4194,2909,3380
FBtr0362543,34,36,0,0,0,0,47,0,0,0,25
FBtr0362542,72206,3353,4131,3352,1623,3703,57093,1781,41155,76216,38603
FBtr0362545,0,0,0,0,0,29,49,79,71,0,48
FBtr0362544,346,281,277,95,99,68,217,116,138,63,101
FBtr0362547,324,281,213,345,311,230,368,331,345,243,148
FBtr0362546,0,0,6,0,0,0,0,0,0,0,0
FBtr0354467,0,694,0,246,569,830,574,238,1001,0,204
FBtr0213078,8,0,9,0,0,0,5,0,12,5,0
FBtr0213072,23,0,0,6,0,16,0,12,0,0,8
FBtr0213073,503,906,479,642,569,591,834,824,1053,549,295
FBtr0213076,1251,964,932,3882,3486,3319,1182,616,1128,3077,3246
FBtr0213077,7581,8205,7310,7402,7505,6523,10736,8207,10704,7380,7744
FBtr0218628,339,341,232,275,301,264,430,387,343,295,228
FBtr0218629,4673,4839,4002,4988,5395,4830,5483,4790,5910,4508,4139
FBtr0218620,7887,8762,6097,7521,7771,5902,10162,7208,9467,6692,6470
FBtr0218626,918,883,648,505,610,384,5,704,5,403,4
FBtr0363638,6526,7041,6682,6384,7124,6205,9071,7812,9949,6267,6180
FBtr0363639,0,14,2,3,11,4,8,5,0,0,3
FBtr0363630,27,12,24,14,0,0,5,16,0,6,0
FBtr0363631,7633,5251,4394,3889,9937,12730,15709,5050,6320,7833,7177
FBtr0363632,584,561,413,459,390,478,589,514,809,398,401
FBtr0363633,1588,1772,1283,1030,207,1381,1587,1486,1853,602,852
FBtr0363634,4700,5390,4497,4989,4834,4930,5680,4571,5862,4828,4651
FBtr0363635,5570,6200,5221,4172,4441,4210,6312,4694,6685,3795,3922
FBtr0363636,133,8,6,10,8,86,2,4,9,3,4
FBtr0363637,96,57,40,75,58,92,119,55,73,92,36
FBtr0361777,286,671,171,60,41,107,139,283,272,302,83
FBtr0361776,0,0,0,0,0,0,0,0,0,0,0
FBtr0361775,924,603,502,1190,563,530,524,17,638,1073,0
FBtr0361774,2388,3266,2653,4335,3680,5667,915,3046,3385,2273,2969
FBtr0361773,8,5,4,6,4,17,0,6,0,4,5
FBtr0361772,0,0,0,0,0,0,0,0,0,0,0
FBtr0361771,0,0,0,0,0,0,0,14,0,0,0
FBtr0361770,0,0,0,0,0,0,0,0,0,0,0
FBtr0361779,1586,2022,1849,1720,1540,3116,2050,1602,1723,1550,1342
FBtr0361778,0,0,0,0,0,0,0,40,0,0,0
FBtr0359219,3977,4945,3755,3679,3411,3392,5645,4088,5364,4430,4844
FBtr0359218,456,581,845,410,680,190,887,1212,208,495,662
FBtr0359217,40,0,22,21,31,69,0,67,0,3,23
FBtr0359216,4048,4054,3863,4506,4283,4160,4317,3259,4368,3588,3143
FBtr0359215,2035,2072,1733,2277,1479,1654,3160,2026,2766,2325,2431
FBtr0359214,0,3,0,0,0,0,8,0,0,0,0
FBtr0359213,5228,7227,5947,2363,2414,2547,8431,4233,5948,2676,2245
FBtr0359212,0,0,0,0,0,0,0,0,0,0,0
FBtr0359211,14751,15643,14563,14802,17186,16374,20720,16953,20973,17588,16577
FBtr0359210,34847,37484,33787,33660,37030,33033,43496,35252,43132,32544,33014
FBtr0351769,4437,7989,7912,5493,5495,6081,10752,8546,11014,8573,5668
FBtr0351768,0,257,235,222,355,426,255,158,510,194,459
FBtr0351763,136,1,0,0,0,140,1,114,1,397,0
FBtr0351762,221,89,110,48,74,79,123,77,148,23,29
FBtr0351761,0,0,0,0,0,0,0,0,0,0,0
FBtr0351760,15,17,10,49,12,30,16,3,25,23,12
FBtr0351767,6,8,4,0,9,6,38,5,4,5,5
FBtr0351766,0,181,0,0,28,84,37,0,44,146,62
FBtr0351765,1365,941,1249,8530,5485,9101,1261,1823,2879,5776,6603
FBtr0351764,42,0,0,0,0,0,0,0,0,46,0
FBtr0221127,795,918,734,777,807,636,1123,910,1214,721,611
FBtr0221126,0,3,9,0,0,3,0,0,0,0,0
FBtr0221120,12,5,14,0,0,0,20,16,12,0,0
FBtr0221122,125,190,135,121,142,96,133,161,154,155,90
FBtr0221129,17,20,2,1,2,4,12,13,17,5,1
FBtr0221128,1536,1302,1071,1699,1753,1479,1702,1335,1776,1509,1703
FBtr0356933,3505,2678,2803,3114,3351,3715,4639,3193,3244,2768,2805
FBtr0219282,4426,5023,3531,2647,3010,4954,4467,3066,4904,3895,3056
FBtr0356931,3,8,12,4,8,4,11,4,20,6,7
FBtr0356930,3522,3290,2852,3402,66,2980,2472,48,54,42,2025
FBtr0356937,3378,4059,3967,6172,5240,9466,5605,4400,4027,5469,5471
FBtr0219286,783,644,664,791,867,641,969,872,831,809,728
FBtr0356935,665,809,557,694,720,556,796,690,970,606,549
FBtr0356934,6199,1699,6139,4425,1733,3752,1497,4810,1970,5297,3437
FBtr0356939,195,193,272,183,141,225,262,258,226,144,91
FBtr0219288,131,116,124,128,84,58,166,87,164,73,71
FBtr0210758,38,62,45,37,38,40,49,41,52,41,27
FBtr0210759,537993,549977,487707,491561,482969,493962,643268,511826,559458,427893,366818
FBtr0210757,138,154,101,66,110,133,150,143,150,117,99
FBtr0360558,0,1366,0,0,0,0,20,568,0,0,1
FBtr0360559,6,0,0,0,0,0,0,0,0,0,0
FBtr0356687,1328,1036,832,1172,1620,1235,1899,1147,1702,965,988
FBtr0356686,0,0,0,0,0,0,0,0,0,0,0
FBtr0356681,0,0,0,0,0,0,0,0,0,0,0
FBtr0356680,338,115,336,194,243,173,369,350,263,147,235
FBtr0356683,5155,2627,1127,2002,590,2835,1411,3170,1772,5254,1362
FBtr0356682,26,3,0,20,35,25,25,0,1,2,24
FBtr0354272,0,0,0,0,0,0,0,0,0,0,0
FBtr0354273,0,0,0,0,0,0,0,0,0,0,0
FBtr0360552,95,158,174,47,160,138,198,79,125,34,71
FBtr0354271,0,0,0,0,0,0,0,0,0,0,0
FBtr0354276,18670,19607,17452,19335,20898,17981,26454,19620,25845,19461,20489
FBtr0360555,0,0,0,0,0,0,0,0,0,0,0
FBtr0360556,74,76,0,0,0,30,226,34,0,0,0
FBtr0354275,0,0,0,0,0,0,0,0,0,0,0
FBtr0211081,1016,1155,1050,1188,1303,1089,1905,1396,1757,1285,1449
FBtr0211080,7976,8888,7112,7506,8100,9242,10979,8721,11579,8784,8947
FBtr0211083,15630,18620,15939,19707,20280,18280,20985,14801,21348,17899,17991
FBtr0225355,1114,1128,1163,987,1056,844,1555,1102,1636,1031,997
FBtr0225352,4670,4088,3657,4018,4279,3607,6304,4567,5999,3957,3994
FBtr0211084,322,239,298,185,377,276,316,251,363,222,198
FBtr0225350,4,0,0,4,4,16,0,0,0,0,6
FBtr0211086,590,779,683,684,685,778,1164,956,1225,857,745
FBtr0224404,7129,7376,6348,7844,8193,7070,9740,7172,9653,7331,7041
FBtr0224403,0,0,0,0,0,0,0,4,0,0,0
FBtr0352308,0,0,0,0,0,0,0,0,0,0,0
FBtr0352309,5,14,0,4,19,0,27,10,0,1,0
FBtr0352304,0,0,0,0,0,0,0,19,0,18,39
FBtr0352305,17410,19346,16675,14890,16602,16328,21715,19110,24262,14759,13655
FBtr0352306,825,714,1178,953,1103,1588,1255,954,846,815,1052
FBtr0352307,174,206,191,231,266,244,199,225,225,168,181
FBtr0352300,927,0,0,0,0,953,0,277,0,316,0
FBtr0352301,0,0,0,0,0,0,0,0,0,0,0
FBtr0352302,2107,3168,3863,2985,2744,3128,3359,3492,4134,3867,2528
FBtr0352303,0,0,0,0,0,0,0,199,0,0,0
FBtr0355653,0,0,0,0,0,0,0,0,0,0,0
FBtr0355652,1727,1422,1502,1526,1243,1151,1713,1622,1729,1549,2243
FBtr0355651,3001,3290,2897,3109,3119,2804,4204,3284,4000,2996,3107
FBtr0355650,1039,1133,820,3088,3330,2902,1131,1105,1086,2609,2825
FBtr0355657,76,33,54,35,70,31,41,17,16,36,18
FBtr0355656,5173,6682,5734,6950,6743,6725,7725,6941,8281,6471,6120
FBtr0355655,0,0,0,0,0,0,0,0,0,0,0
FBtr0355654,0,14,5,45,4,15,23,3,11,5,12
FBtr0355659,4652,6252,7133,4732,5076,5852,5497,2225,5655,4156,6282
FBtr0355658,128,124,112,68,103,101,86,86,128,57,78
FBtr0220873,40,28,41,19,16,28,52,26,36,44,34
FBtr0356102,1581,2116,1707,2054,2041,2008,2800,2382,2890,2436,2213
FBtr0356103,0,0,0,0,2,0,0,0,0,0,0
FBtr0356100,67,0,79,58,2,0,0,0,89,0,94
FBtr0356101,1,1,1,1,1,2,1,1,1,1,2
FBtr0356106,11,92,53,12,0,78,102,0,41,19,0
FBtr0356107,0,0,32,4,12,8,41,16,25,23,16
FBtr0356104,767,1507,1396,0,688,1214,2041,1565,878,1006,795
FBtr0356105,180,332,328,229,384,183,369,168,232,238,413
FBtr0356108,0,0,0,0,0,0,8,0,0,0,0
FBtr0356109,11145,10922,10176,10832,10251,10268,15476,10712,15252,8519,10042
FBtr0214629,91,45,57,65,49,65,89,122,78,41,76
FBtr0348736,0,0,0,5,0,13,5,24,35,0,4
FBtr0348737,6047,6082,5714,6152,6630,5842,8560,6972,8479,5748,5607
FBtr0348734,83,72,70,88,102,116,68,56,67,88,71
FBtr0348735,401,766,465,538,698,650,452,557,620,432,564
FBtr0348732,1973,1920,1730,682,877,646,2333,1914,2103,762,643
FBtr0348733,5917,7020,7143,5203,5163,5921,7901,6724,8923,4897,5332
FBtr0348730,520,805,340,477,866,745,590,414,558,552,694
FBtr0348731,1797,947,2246,2892,1913,1498,3425,2055,2799,1601,2254
FBtr0348738,8,16,0,0,8,0,23,24,31,0,0
FBtr0348739,0,0,0,84,0,0,0,0,0,0,102
FBtr0349465,0,0,0,0,127,0,0,0,0,0,0
FBtr0349464,14801,16584,15515,13688,14446,15660,19956,15011,19064,14360,16874
FBtr0349467,0,0,0,0,0,0,0,0,0,0,0
FBtr0349466,366,434,427,405,467,535,125,33,61,19,36
FBtr0349461,87,142,104,91,142,71,135,92,104,83,95
FBtr0349460,69,91,106,119,137,81,53,11,41,35,19
FBtr0349463,9,13,12,20,7,11,4,12,1,4,4
FBtr0349462,0,0,0,0,0,0,0,0,0,0,0
FBtr0349469,53,23,14,20,0,4,50,8,16,11,14
FBtr0349468,93,107,112,128,493,232,109,687,158,78,76
FBtr0354953,6287,6750,5872,6463,6834,7825,6598,5680,6063,5882,4726
FBtr0364628,2314,1490,2090,1303,2626,1736,1631,1669,3564,974,1470
FBtr0364629,0,63,0,23,87,46,68,45,1,42,0
FBtr0364622,630,318,587,1019,732,278,1251,491,653,861,470
FBtr0364623,0,0,29,0,0,0,0,0,25,0,2
FBtr0364620,713,612,213,540,748,349,515,415,316,317,669
FBtr0364621,6106,6691,5871,5735,5836,6721,7558,6385,8174,5882,5889
FBtr0364626,0,0,0,0,0,0,0,0,0,0,0
FBtr0364627,0,0,0,0,0,0,0,0,0,0,0
FBtr0364624,1285,4039,1451,1273,1145,1545,1343,1131,1708,1089,1079
FBtr0364625,450,458,409,305,280,185,538,572,567,298,339
FBtr0213361,0,8,0,0,0,0,4,0,0,6,4
FBtr0213367,1432,1546,1372,1453,1419,1173,2011,1441,2150,1260,1388
FBtr0213364,297,283,429,211,185,171,268,319,375,159,169
FBtr0350996,164,103,151,169,184,135,162,78,114,243,151
FBtr0365283,0,0,0,0,0,0,0,0,0,0,0
FBtr0365282,0,8,0,0,0,0,954,0,232,4,0
FBtr0365281,41,48,23,0,61,0,31,36,122,49,57
FBtr0365280,0,0,0,4,0,4,0,0,0,0,4
FBtr0365287,34,32,0,8,12,24,74,21,5,45,29
FBtr0365286,0,88,0,0,0,89,0,92,80,90,0
FBtr0365285,151,121,135,170,135,304,140,130,134,154,98
FBtr0365284,806,289,271,1493,278,852,1111,808,1108,370,344
FBtr0365289,44,20,39,22,8,27,72,28,97,21,12
FBtr0365288,10503,11495,9700,9058,9015,7835,13944,10696,14533,8419,8318
FBtr0350998,3427,5295,4535,2691,3706,2629,4228,3663,3808,3525,3235
FBtr0290180,0,0,0,0,0,0,0,0,0,0,0
FBtr0350166,19817,20867,18386,20468,21198,20972,27361,22418,28335,21104,19778
FBtr0213256,8179,7205,6422,6392,7708,5964,7966,6427,8385,5899,5738
FBtr0350164,412,424,401,370,372,309,441,383,469,272,260
FBtr0350165,0,0,0,0,0,0,4,0,0,0,0
FBtr0350162,21,0,0,0,0,0,0,0,0,114,0
FBtr0350163,0,0,0,0,2,0,3,0,0,80,0
FBtr0350160,9818,10653,9049,9498,10793,9571,9909,10877,11427,10610,7842
FBtr0350161,206,211,185,197,190,100,90,182,201,187,81
FBtr0350168,479,799,459,698,846,1012,933,426,605,730,542
FBtr0350169,1554,1889,1733,3475,4754,4022,3090,2328,1484,2998,2594
FBtr0363539,589,712,226,111,289,276,1278,476,816,643,447
FBtr0363538,105,73,104,66,111,83,132,71,127,73,183
FBtr0363537,9639,8635,7768,11045,11228,8734,16185,11711,15343,9698,10889
FBtr0363536,118,204,246,309,93,811,284,132,259,453,256
FBtr0363535,0,0,0,2,5,0,0,0,0,0,0
FBtr0363534,0,0,0,0,0,0,0,0,0,0,0
FBtr0363533,11304,14572,12621,12110,10432,15037,12296,13070,17339,12077,11427
FBtr0363532,10,14,0,0,0,0,12,10,4,0,0
FBtr0363531,128,32,6,58,14,16,83,38,38,8,10
FBtr0363530,1496,1565,1389,1439,1301,1306,1622,1508,1883,1554,1242
FBtr0363281,10,0,0,0,0,0,0,0,0,0,0
FBtr0363280,300,0,359,437,386,474,0,421,463,432,464
FBtr0363283,844,565,552,658,396,650,668,522,556,578,431
FBtr0363282,0,0,0,0,0,0,0,0,1,0,0
FBtr0363285,599,365,409,1676,619,591,499,493,2497,462,492
FBtr0363284,517,461,293,217,226,143,682,348,472,185,206
FBtr0363287,1719,1813,1944,2903,2871,2193,2520,1963,1924,808,958
FBtr0363286,640,682,792,841,837,806,1045,571,1369,1062,1147
FBtr0363289,4629,5151,4511,3933,3926,3506,6225,4612,6258,3702,3864
FBtr0363288,0,0,12,0,4,9,15,4,4,8,19
FBtr0360398,8,18,0,0,0,0,23,17,0,8,4
FBtr0360399,18007,17250,15403,13034,19360,14897,22612,16026,29928,7386,11727
FBtr0360396,430,48,87,1,43,42,235,573,310,193,232
FBtr0360397,1154,203,759,0,0,1051,920,0,1490,964,10805
FBtr0360394,2524,2730,875,2252,2129,1237,2387,2107,2299,771,2103
FBtr0360395,3688,4172,3604,3756,4304,3664,5575,3930,5467,3659,3682
FBtr0360392,4557,5141,3135,3741,4307,6067,5774,5577,6035,6270,6477
FBtr0360393,16562,17419,15319,16735,17497,19785,20854,17499,21876,17834,17565
FBtr0360390,17708,20443,14473,22024,24202,25751,22699,17743,21410,25480,21903
FBtr0360391,112,113,45,16,11,5,166,165,183,24,34
FBtr0359943,75,44,50,60,31,78,46,110,92,45,56
FBtr0359942,100,8,143,12,111,10,114,101,103,7,92
FBtr0359941,0,0,0,0,0,0,0,0,0,0,0
FBtr0359940,909,922,795,696,750,699,1093,926,867,660,726
FBtr0359947,53,42,63,44,47,41,46,5,92,32,58
FBtr0359946,62,89,28,58,67,182,158,90,91,97,108
FBtr0359945,1309,1363,978,1261,972,924,1619,1332,1846,1046,791
FBtr0359944,1082,1000,838,1354,1423,1076,1590,1121,1394,1361,1579
FBtr0359949,27,15,14,8,0,0,4,0,0,0,14
FBtr0359948,93,87,126,94,112,113,134,138,222,97,54
FBtr0358016,611,367,3767,1126,1766,1722,3138,2812,4518,2388,2339
FBtr0358017,1623,1608,1104,1167,1287,1145,2039,2533,3158,2411,2815
FBtr0358014,1378,1070,950,942,928,715,1915,1429,1853,940,858
FBtr0358015,13,113,42,0,0,18,81,50,248,17,89
FBtr0358012,508,515,352,547,413,482,647,518,723,429,393
FBtr0358013,6341,330,1132,291,626,513,4775,654,669,626,1147
FBtr0358010,0,0,0,0,0,0,0,0,2,0,0
FBtr0358011,1321,2448,1571,1027,1936,2054,1520,1668,1583,1117,2102
FBtr0358018,372,101,281,153,106,226,173,69,130,133,288
FBtr0358019,47193,56432,49027,55041,58726,58432,63848,49016,64472,55502,56042
FBtr0225118,200,127,175,186,234,119,199,202,227,126,169
FBtr0225119,1254,1297,990,1022,985,873,1482,1304,1587,969,939
FBtr0225114,2430,3067,2686,3000,3846,3134,3730,3124,3948,3199,1661
FBtr0225116,10,3,17,13,0,2,18,18,24,7,11
FBtr0225117,518,539,468,442,543,362,729,489,708,554,412
FBtr0225110,1220,1472,1193,1249,1425,1095,1817,1416,1776,1137,1018
FBtr0225112,0,0,0,5,4,4,5,0,0,0,0
FBtr0225113,0,0,0,4,0,0,0,0,0,0,0
FBtr0224643,2406,2394,2173,2009,2105,1618,3475,2511,3268,2150,2026
FBtr0220544,10607,12685,11255,9932,10943,11139,14682,12199,16294,11931,11106
FBtr0357989,0,4,10,855,817,431,0,3,3,651,492
FBtr0220540,16620,19880,19042,16003,19610,18398,22386,18834,22401,16974,17379
FBtr0357988,0,0,0,0,0,0,9,0,0,0,0
FBtr0212260,323,244,217,454,469,595,286,254,273,427,341
FBtr0212261,0,13,4,4,0,0,0,0,15,0,10
FBtr0224397,4,0,0,0,0,0,0,0,4,0,4
FBtr0212263,279,312,386,288,215,0,736,528,453,170,123
FBtr0212264,121,76,56,75,31,81,116,68,65,80,79
FBtr0361117,0,3,4,12,0,3,0,0,0,0,0
FBtr0361116,31,46,23,93,69,40,57,28,41,40,65
FBtr0361115,9802,11831,11109,13321,15002,13140,14696,10724,15089,13948,13557
FBtr0361114,2702,3022,2737,2050,1999,2162,3696,2765,3458,2416,2238
FBtr0361113,70,70,0,0,89,630,639,0,86,0,0
FBtr0361112,327,0,208,0,0,0,0,0,0,0,0
FBtr0361111,9966,11081,9383,9096,9579,9998,11711,9982,12604,9816,8803
FBtr0361110,2657,2853,2433,2424,2246,4151,3313,2521,2779,2920,2634
FBtr0361119,0,0,0,0,0,0,0,0,0,0,0
FBtr0361118,289,506,352,411,225,173,486,341,186,127,265
FBtr0223012,50,132,20,51,90,88,85,65,89,63,66
FBtr0223011,0,0,8,0,0,0,8,0,0,4,4
FBtr0223017,355,351,286,645,611,484,562,394,469,553,588
FBtr0223015,405,546,446,413,355,347,495,437,608,345,351
FBtr0223018,1048,1092,1038,1126,966,829,1585,1072,1303,883,997
FBtr0222946,134,34,123,14,49,37,236,145,175,21,32
FBtr0222947,218,185,182,200,130,153,236,180,285,145,130
FBtr0222945,1403,1289,985,832,776,685,1686,1386,1493,786,816
FBtr0222942,5039,4287,4163,4531,5076,3820,6302,4303,5420,3295,4041
FBtr0222943,516,609,485,450,480,474,774,674,655,557,378
FBtr0222949,0,0,0,0,0,0,3,0,0,0,0
FBtr0357505,0,0,0,0,1,0,0,0,0,0,0
FBtr0357504,0,0,0,0,0,0,0,0,0,0,0
FBtr0357507,34204,40929,35484,36718,38077,46153,47148,37606,41040,40776,34549
FBtr0217988,0,5,0,0,0,0,0,0,0,0,0
FBtr0217989,9377,8837,8053,9961,8117,10327,9742,8945,10527,8931,7979
FBtr0217982,345,123,369,0,20,0,1032,580,712,12,19
FBtr0213600,961,995,358,1306,1359,1110,858,774,827,903,1149
FBtr0217980,56,80,48,61,94,66,118,145,157,57,80
FBtr0213602,70966,64518,60210,73603,83334,60866,93384,71933,87896,62592,66255
FBtr0217986,0,2,0,0,0,0,0,0,12,0,0
FBtr0213604,774,949,793,491,501,466,1137,910,1130,513,466
FBtr0213607,633,650,727,846,908,835,1309,880,797,693,853
FBtr0213606,1873,1770,1720,1818,1841,1418,3023,2228,2751,1884,1890
FBtr0214954,12,0,0,9,8,18,21,0,4,3,0
FBtr0214956,0,0,0,0,0,0,0,0,0,0,0
FBtr0214957,4,2,9,0,6,15,9,16,20,0,8
FBtr0214950,0,0,0,0,0,0,4,0,0,0,0
FBtr0214953,96,73,39,68,53,14,9,108,136,28,45
FBtr0357983,1,1,2,0,2,2,1,4,2,2,2
FBtr0214313,70,58,45,20,36,54,41,37,82,19,0
FBtr0354188,4120,4386,3794,5151,6108,4254,5676,4443,5093,3840,3596
FBtr0354189,431,380,392,578,488,618,823,522,555,475,480
FBtr0351358,9,0,0,7,0,8,0,0,0,4,0
FBtr0351359,373,246,414,1952,336,450,423,2538,2192,3517,3252
FBtr0354184,6011,6103,5221,3167,3160,3185,7587,5846,7197,3351,3304
FBtr0351357,7315,8197,6871,7374,9025,7088,9567,8016,10585,7764,7075
FBtr0354186,312,243,257,285,309,354,536,326,530,708,355
FBtr0354187,606,456,535,486,413,1080,726,479,751,461,604
FBtr0354180,0,0,0,0,0,4,0,0,0,0,0
FBtr0351353,0,1,0,0,0,0,1,0,0,0,0
FBtr0351350,1665,1744,1559,1723,1835,1453,2245,1665,2070,1469,1482
FBtr0351351,15,9,6,0,22,24,16,30,8,0,10
FBtr0352911,3179,1442,2630,1757,1372,2372,1966,1567,1633,2186,2225
FBtr0352910,179,185,145,19,37,43,259,185,237,26,10
FBtr0352913,218,255,212,68,192,88,284,237,268,151,129
FBtr0352912,1484,1482,1517,1742,1572,1406,2174,1511,1932,1414,1527
FBtr0352915,498,385,843,727,266,289,587,531,510,631,341
FBtr0352914,1129,376,476,595,777,301,510,463,437,392,467
FBtr0352917,560,0,429,561,645,713,471,0,196,623,633
FBtr0352916,343,696,515,817,561,815,744,499,631,1665,1761
FBtr0352919,0,0,0,12,12,7,1,0,4,4,18
FBtr0352918,87,81,86,141,169,233,129,105,142,183,186
FBtr0222054,1941,1891,1540,1998,2252,1601,2480,1763,2341,1746,1868
FBtr0222055,806,973,907,632,724,691,978,750,960,737,627
